1876-01-05, Konrad Adenauer
1895-01-05, Jeannette Piccard
1911-01-05, Jean-Pierre Aumont
1925-01-05, Nellie Tayloe Ross
1926-01-05, Claude Young
1928-01-05, Walter Mondale
1938-01-05, Jim Otto
1938-01-05, Juan Carlos
1940-01-05, Dany Saval
1946-01-05, Diane Keaton
1954-01-05, Pamela Sue Martin
1412-01-06, Joan of Arc
1799-01-06, Jedediah Smith
1811-01-06, Charles Sumner
1823-01-06, Gustave Dore
1838-01-06, Max Bruch
1842-01-06, Clarence King
1854-01-06, Sherlock Holmes
1871-01-06, Aleksandr Scriabin
1878-01-06, Carl Sandburg
1880-01-06, Tom Mix
1882-01-06, Samuel Rayburn
1883-01-06, Khalil Gibran
1911-01-06, Joey Adams
1913-01-06, Loretta Young
1914-01-06, Danny Thomas
1915-01-06, Don Edwards
1920-01-06, Sun Myung Moon
1924-01-06, Earl Scruggs
1934-01-06, Sylvia Sims
1945-01-06, Bonnie Franklin
1957-01-06, Nancy Lopez
1800-01-07, Millard Fillmore
1845-01-07, Louis III
1911-01-07, Butterfly McQueen
1925-01-07, Gerald Durrell
1935-01-07, Valeri N. Kubasov
1942-01-07, Vasili Alexeyev
1948-01-07, Kenny Loggins
1587-01-08, Johannes Fabricius
1786-01-08, Nicholas Biddle
1823-01-08, Alfred Russel Wallace
1862-01-08, Frank Nelson Doubleday
1864-01-08, William Wilkie Collins
1867-01-08, Emily Balch
1868-01-08, Frank Dyson
1891-01-08, Walther Bothe
1902-01-08, Carl R. Rogers
1904-01-08, Peter Arno
1912-01-08, Jose Ferrer
1923-01-08, Joseph Wiezenbaum
1926-01-08, Milton Hines
1934-01-08, Jacques Anquetil
1935-01-08, Elvis Presley
1937-01-08, Shirley Bassey
1942-01-08, Vyacheslav D. Zudov
1942-01-08, Yvette Mimieux
1946-01-08, Tod Brannan
1947-01-08, David Bowie
1728-01-09, Thomas Warton
1859-01-09, Carrie Lane Chapman Catt
1870-01-09, Joseph B Strauss
1898-01-09, Gracie Fields
1901-01-09, Chic Young
1902-01-09, Rudolph Bing
1904-01-09, George Balanchine
1908-01-09, Simone de Beauvoir
1913-01-09, Richard Milhous Nixon
1914-01-09, Gypsy Rose Lee
1925-01-09, Lee Van Cleef
1934-01-09, Bart Starr
1941-01-09, Joan Baez
1941-01-09, Susannah York
1951-01-09, Crystal Gale
1951-01-09, Rosalyn Kind
1738-01-10, Ethan Allen
1877-01-10, Frederick Gardner Cottrell
1880-01-10, Manuel Azasa y Diaz
1883-01-10, Florence Reed
1883-01-10, Francis X. Bushman
1887-01-10, Robinson Jeffers
1888-01-10, Grock
1904-01-10, Ray Bolger
1910-01-10, Galina Ulanova
1926-01-10, June Haver
1927-01-10, Gisele MacKenzie
1927-01-10, Johnnie Ray
1938-01-10, Willie McCovey
1945-01-10, Rod Stewart
1949-01-10, George Foreman
1953-01-10, Pat Benatar
1755-01-11, Alexander Hamilton
1807-01-11, Ezra Cornell
1815-01-11, John A. MacDonald
1839-01-11, Eugenio Maria de Hostos
1842-01-11, William James
1850-01-11, Philipp la Renotiere von Ferrary
1885-01-11, Alice Paul
1896-01-11, Eva Le Gallienne
1896-01-11, Paddy Driscoll
1903-01-11, Alan Paton
1906-01-11, Albert Hofmann
1926-01-11, Grant Tinker
1926-01-11, Lev S. Demin
1930-01-11, Rod Taylor
1948-01-11, Madeline Manning
1588-01-12, John Winthrop
1729-01-12, Edmund Burke
1737-01-12, John Hancock
1856-01-12, John Singer Sargent
1876-01-12, Jack London
1910-01-12, Luise Rainer
1913-01-12, Edward Gurney
1920-01-12, James Farmer
1926-01-12, Ray Price
1930-01-12, Glenn Yarborough
1808-01-13, Salmon P. Chase
1832-01-13, Horatio Alger Jr.
1884-01-13, Sophie Tucker
1913-01-13, Ralph Edwards
1919-01-13, Jesse White
1919-01-13, Robert Stack
1925-01-13, Gwen Verdon
1931-01-13, Charles Nelson Reilly
1730-01-14, William Whipple
1741-01-14, Benedict Arnold
1791-01-14, Calvin Phillips
1861-01-14, Mehmed VI
1875-01-14, Albert Schweitzer
1892-01-14, Hal Roach
1896-01-14, John dos Passos
1919-01-14, Andy Rooney
1926-01-14, Thomas Tryon
1932-01-14, Catarina Valenti
1940-01-14, Julian Bond
1941-01-14, Faye Dunaway
1622-01-15, Molire
1809-01-15, Pierre Joseph Proudhon
1850-01-15, Sofya Kovalevskaya
1866-01-15, Nathan Soderblom
1899-01-15, Goodman Ace
1906-01-15, Aristotle Onassis
1908-01-15, Edward Teller
1913-01-15, Lloyd Bridges
1918-01-15, Gamal Abdel Nasser
1919-01-15, S. Kovalevskaya
1926-01-15, Chuck Berry
1926-01-15, Maria Schell
1929-01-15, Martin Luther King Jr.
1937-01-15, Margaret O'Brien
1946-01-15, Janet Lennon
1951-01-15, Charo
1853-01-16, Andre Michelin
1874-01-16, Robert Service
1894-01-16, Guy Chamberlin
1909-01-16, Ethel Merman
1911-01-16, Dizzy Dean
1924-01-16, Katy Jurado
1929-01-16, Allard Lowenstein
1930-01-16, Norman Podhoretz
1933-01-16, Oleg G Makarov
1934-01-16, Marilyn Horne
1935-01-16, A.J. Foyt
1706-01-17, Benjamin Franklin
1732-01-17, Stanislaw II
1771-01-17, Charles Brockden Brown
1818-01-17, Antoine Dorion
1857-01-17, Eugene Augustin Lauste
1863-01-17, David Lloyd George
1863-01-17, Konstantin Stanislavsky
1880-01-17, Mack Sennett
1899-01-17, Robert Maynard Hutchins
1919-01-17, A Chekhov
1924-01-17, Betty White
1926-01-17, Moira Shearer
1931-01-17, James Earl Jones
1933-01-17, Sheree North
1934-01-17, Shari Lewis
1944-01-17, Joe Frazier
1949-01-17, Debbie Watson
1779-01-18, Peter Roget
1782-01-18, Daniel Webster
1813-01-18, Joseph Farwell Glidden
1849-01-18, Edmund Barton
1854-01-18, Thomas A Watson
1867-01-18, Ruben Dario
1882-01-18, A.A. Milne
1892-01-18, Oliver Hardy
1904-01-18, Cary Grant
1913-01-18, Danny Kaye
1922-01-18, Constance Moore
1942-01-18, Muhammad Ali
1095-01-19, St Wulfstan
1736-01-19, James Watt
1749-01-19, Isaiah Thomas
1798-01-19, Auguste Comte
1807-01-19, Robert E Lee
1809-01-19, Edgar Allen Poe
1813-01-19, Henry Bessemer
1839-01-19, Paul Cezanne
1859-01-19, Alice Eastwood
1906-01-19, Lanny Ross
1917-01-19, John Raitt
1922-01-19, Guy Madison
1923-01-19, Jean Stapleton
1926-01-19, Fritz Weaver
1932-01-19, Joe Schmidt
1935-01-19, Tippi Hedren
1943-01-19, Janis Joplin
1944-01-19, Shelly Fabraes
1946-01-19, Dolly Parton
1947-01-19, Ann Compton
1951-01-19, Linda Hayden
1953-01-19, Desi Arnez Jr
1760-01-20, Charles III
1775-01-20, Andre-Marie Ampre
1891-01-20, Mischa Elman
1896-01-20, Nathan Birnbaum
1903-01-20, Leon Ames
1920-01-20, Federico Fellini
1926-01-20, Patricia Neal
1930-01-20, Edwin E Aldrin Jr
1937-01-20, Dorothy Provine
1956-01-20, John Naber
1338-01-21, Charles V
1743-01-21, John Fitch
1813-01-21, John C Fremont
1815-01-21, Horace Wells
1821-01-21, John Cabell Breckinridge
1824-01-21, Thomas Jackson
1884-01-21, Roger Nash Baldwin
1887-01-21, Wolfgang Kohler
1921-01-21, Barney Clark
1922-01-21, Paul Scofield
1924-01-21, Benny Hill
1924-01-21, Telly Savalas
1932-01-21, Boris Shakhlin
1940-01-21, Jack Nicklaus
1941-01-21, Placido Domingo
1955-01-21, Robby Bensen
1440-01-22, Ivan III
1561-01-22, Francis Bacon
1729-01-22, Gotthold Ephraim Lessing
1788-01-22, George Gordon
1802-01-22, Richard Upjohn
1849-01-22, August Strindberg
1875-01-22, D.W. Griffith
1909-01-22, U Thant
1912-01-22, Ann Sothern
1920-01-22, William Warfield
1928-01-22, Birch Bayh
1932-01-22, Piper Laurie
1934-01-22, Bill Bixby
1937-01-22, Joseph Wambaugh
1959-01-22, Linda Blair
1730-01-23, Joseph Hewes
1756-01-23, Wolfgang A Mozart
1783-01-23, Marie-Henri Beyle
1832-01-23, Edouard Manet
1857-01-23, Andrija Mohorovicic
1862-01-23, David Hilbert
1898-01-23, Sergei Eisenstein
1899-01-23, Humphrey Bogart
1903-01-23, Randolph Scott
1915-01-23, Potter Stewart
1919-01-23, Eisenstein
1930-01-23, William R Pogue
1933-01-23, Arlene Golonka
1933-01-23, Chita Rivera
1936-01-23, Jerry Kramer
1943-01-23, Gil Gerard
1958-01-23, Princess Caroline of Monaco
1712-01-24, Frederick I
1746-01-24, Gustav III
1862-01-24, Edith Wharton
1880-01-24, Elisabeth Achelis
1888-01-24, Ernst Heinrich Heinkel
1917-01-24, Ernest Borgnine
1918-01-24, Oral Roberts
1922-01-24, Ava Gardner
1925-01-24, Maria Tallchief
1927-01-24, Paula Hawkins
1941-01-24, Neil Diamond
1946-01-24, Barry Bostwick
1947-01-24, Giorgio Chinaglia
1949-01-24, John Belushi
1960-01-24, Nastassia Kinski
0749-01-25, Leo IV
1627-01-25, Robert Boyle
1736-01-25, Joseph-Louis
1759-01-25, Robert Burns
1860-01-25, Charles Curtis
1874-01-25, Somerset Maugham
1882-01-25, Virginia Woolf
1899-01-25, Paul-Henri Spaak
1919-01-25, Edwin Newman
1924-01-25, Lou Groza
1933-01-25, Corazon Aquino
1934-01-25, Elizabeth Allen
1935-01-25, Dean Jones
1945-01-25, Leigh Taylor Young
1715-01-26, Claude Helvetius
1763-01-26, Charles XIV
1826-01-26, Julia Dent Grant
1831-01-26, Mary Dodge
1880-01-26, Douglas MacArthur
1904-01-26, Sean MacBride
1913-01-26, Jimmy Van Heusen
1918-01-26, Nicolae Ceausescu
1923-01-26, Anne Jeffereys
1925-01-26, Joan Leslie
1925-01-26, Paul Newman
1928-01-26, Eartha Kitt
1928-01-26, Roger Vadim
1929-01-26, Jules Feiffer
1931-01-26, Mary Murphy
1935-01-26, Bob Uecker
1944-01-26, Angela Davis
1961-01-26, Wayne Gretzky
1756-01-27, Wolfgang Amadeus Mozart
1823-01-27, Edouard Lalo
1832-01-27, Charles Lutwidge Dodgson
1834-01-27, Dmitri Mendeleev
1850-01-27, Samuel Gompers
1885-01-27, Jerome Kern
1891-01-27, Ilya Ehrenburg
1894-01-27, Fritz Pollard
1900-01-27, Hyman G Rickover
1901-01-27, Art Rooney
1911-01-27, Benay Venuta
1918-01-27, Skitch Henderson
1921-01-27, Donna Reed
1927-01-27, Joe Perry
1929-01-27, Ingrid Thulin
1936-01-27, Troy Donahue
1457-01-28, Henry VII
1611-01-28, Johannes Hevelius
1822-01-28, Alexander MacKenzie
1841-01-28, Henry Stanley
1853-01-28, Jose Marti
1855-01-28, William Seward Burroughs
1869-01-28, Ozaki Koyo
1887-01-28, Artur Rubinstein
1922-01-28, Robert W Holley
1929-01-28, Claes Oldenburg
1933-01-28, Susan Sontag
1936-01-28, Alan Alda
1948-01-28, Mikhail Baryshnikov
1688-01-29, Emanuel Swedenborg
1737-01-29, Thomas Paine
1756-01-29, Henry Lee
1843-01-29, William McKinley
1850-01-29, Lawrence Hargrave
1860-01-29, Anton Chekhov
1862-01-29, Frederick Delius
1866-01-29, Romain Rolland
1874-01-29, John D Rockefeller Jr
1880-01-29, Claude William Dukenfield
1901-01-29, Allen B DuMont
1916-01-29, Victor Mature
1918-01-29, John Forsythe
1939-01-29, Germaine Greer
1942-01-29, Claudine Longet
1943-01-29, Katharine Ross
1945-01-29, Tom Selleck
1951-01-29, Ann Jillian
1953-01-29, Oprah Winfrey
1958-01-29, Judy Norton-Taylor
1960-01-29, Gregory Louganis
1882-01-30, Franklin D Roosevelt
1894-01-30, Boris III
1912-01-30, Barbara Tuchman
1914-01-30, David Wayne
1922-01-30, Barbara Hale
1922-01-30, Dick Martin
1925-01-30, Dorothy Malone
1928-01-30, Harold Prince
1931-01-30, Gene Hackman
1936-01-30, Tammy Grimes
1937-01-30, Boris Spassky
1937-01-30, Vanessa Redgrave
1797-01-31, Franz Schubert
1830-01-31, James G Blaine
1872-01-31, Zane Gray
1881-01-31, Irving Langmuir
1892-01-31, Eddie Cantor
1902-01-31, Alva Myrdal
1913-01-31, Don Hutson
1913-01-31, Wayne Millner
1914-01-31, Jersey Joe Walcott
1919-01-31, Jackie Robinson
1923-01-31, Carol Channing
1923-01-31, Joanne Dru
1923-01-31, Normal Mailer
1929-01-31, Jean Simmons
1929-01-31, Rudolf Mossbauer
1937-01-31, Suzanne Pleshette
1938-01-31, Beatrix Wilhelmina Armgard
1938-01-31, James G Watt
1944-01-31, Jessica Walters
1947-01-31, Nolan Ryan
1957-01-31, Shirley Babashoff
1805-02-01, Auguste Blanqui
1859-02-01, Victor Herbert
1882-02-01, Louis St. Laurent
1901-02-01, Clark Gable
1902-02-01, Langston Hughes
1904-02-01, S.J. Perelman
1915-02-01, Stanley Matthews
1918-02-01, Muriel Spark
1935-02-01, Vladimir V. Aksyonov
1754-02-02, Talleyrand
1859-02-02, Havelock Ellis
1875-02-02, Fritz Kreisler
1882-02-02, James Joyce
1895-02-02, George S. Halas
1901-02-02, Jascha Heifetz
1920-02-02, An Wang
1923-02-02, James Dickey
1926-02-02, Valery Giscard d'Estaing
1928-02-02, Elaine Stritch
1937-02-02, Martina Arroyo
1937-02-02, Tom Smothers
1946-02-02, Tricia Nixon Cox
1947-02-02, Farrah Fawcett
1809-02-03, Felix Mendelssohn-Bartholdy
1811-02-03, Horace Greeley
1821-02-03, Elizabeth Blackwell
1830-02-03, Robert Cecil
1842-02-03, Sidney Lanier
1874-02-03, Gertrude Stein
1894-02-03, Norman Rockwell
1907-02-03, James A. Mitchner
1918-02-03, Joey Bishop
1926-02-03, Shelley Berman
1932-02-03, Peggy Ann Garner
1940-02-03, Fran Tarkenton
1943-02-03, Blythe Danner
1944-02-03, Bridget Handley
1950-02-03, Morgan Fairchild
1875-02-04, Ludwig Prandtl
1902-02-04, Charles A. Lindbergh
1906-02-04, Clyde Tombaugh
1912-02-04, Erich Leinsdorf
1918-02-04, Ida Lupino
1921-02-04, Betty Friedan
1923-02-04, Conrad Bain
1931-02-04, Isabel Peron
1935-02-04, Martti Talvela
1943-02-04, Cheryl Miller
1944-02-04, Florence LaRue
1948-02-04, Alice Cooper
1950-02-04, Pamela Franklin
1952-02-04, Lisa Eichhorn
1959-02-04, Lawrence Taylor
1960-02-04, Pamela Ferdin
1723-02-05, John Witherspoon
1744-02-05, John Jeffries
1778-02-05, Robert Peel
1837-02-05, Dwight Lyman Moody
1840-02-05, John Boyd Dunlop
1848-02-05, Belle Starr
1878-02-05, Andre-Gustave Citron
1900-02-05, Adlai Stevenson
1906-02-05, John Carradine
1907-02-05, Norton Simon
1914-02-05, William Burroughs
1919-02-05, Red Buttons
1926-02-05, Arthur Ochs Sulzberger
1934-02-05, Hank Aaron
1939-02-05, Jane Bryant Quinn
1946-02-05, Charlotte Rampling
1948-02-05, Barbara Hershey
1951-02-05, Elizabeth Swados
1637-02-06, Toyotomi Hideyoshi
1665-02-06, Queen Anne of England
1756-02-06, Aaron Burr
1885-02-06, George Herman Ruth
1902-02-06, Louis Nizer
1911-02-06, Ronald Reagan
1919-02-06, Zsa Zsa Gabor
1931-02-06, Rip Torn
1932-02-06, Francois Truffaut
1933-02-06, Mamie Van Doren
1940-02-06, Tom Brokaw
1943-02-06, Fabian
1945-02-06, Bob Marley
1948-02-06, Barbara Hancock
1950-02-06, Natalie Cole
1478-02-07, Thomas More
1804-02-07, John Deere
1812-02-07, Charles Dickens
1817-02-07, Frederick Douglas
1824-02-07, William Higgins
1870-02-07, Alfred Adler
1877-02-07, Godfrey H. Hardy
1883-02-07, Eubie Blake
1885-02-07, Sinclair Lewis
1905-02-07, Ulf Svante von Euler
1908-02-07, Buster Crabbe
1920-02-07, Eddie Bracken
1932-02-07, Alfred M. Worden
1612-02-08, Samuel Butler
1819-02-08, John Ruskin
1820-02-08, William Tecumseh Sherman
1828-02-08, Jules Verne
1885-02-08, Dame Edith Evans
1906-02-08, Chester F Carlson
1914-02-08, Gypsy Rose Lee
1920-02-08, Lana Turner
1925-02-08, Jack Lemmon
1931-02-08, James Dean
1940-02-08, Ted Koppel
1949-02-08, Brook Adams
1968-02-08, Gary Coleman
1773-02-09, William Henry Harrison
1866-02-09, George Ade
1874-02-09, Amy Lowell
1909-02-09, Dean Rusk
1914-02-09, Bill Veeck
1914-02-09, Carmen Miranda
1914-02-09, Ernest Tubb
1923-02-09, Brendan Behan
1923-02-09, Kathryn Grayson
1928-02-09, Roger Mudd
1942-02-09, Carole King
1945-02-09, Mia Farrow
1950-02-09, Andrew N. Meltzoff
1950-02-09, Judith Light
1775-02-10, Charles Lamb
1868-02-10, William Allen White
1890-02-10, Boris Pasternak
1893-02-10, Jimmy Durante
1893-02-10, William Tilden
1894-02-10, Harold Macmillan
1898-02-10, Bertolt Brecht
1898-02-10, Dame Judith Anderson
1910-02-10, Dominique Pire
1914-02-10, Larry Adler
1922-02-10, Harold Hughes
1922-02-10, Neva Patterson
1923-02-10, Cesare Siepi
1927-02-10, Leontyne Price
1930-02-10, Robert Wagner
1939-02-10, Singer Roberta Flack
1944-02-10, Peter Allen
1950-02-10, Mark Spitz
1833-02-11, Melville Weston Fuller
1839-02-11, J. Willard Gibbs
1847-02-11, Thomas Alva Edison
1898-02-11, Leo Szilard
1904-02-11, Keith Holyoake
1909-02-11, Joseph L. Mankiewicz
1909-02-11, Max Baer
1921-02-11, Eva Gabor
1921-02-11, Lloyd Bentsen
1925-02-11, Virginia E. Johnson
1925-02-11, Kim Stanley
1934-02-11, Mary Quant
1934-02-11, Tina Louise
1936-02-11, Burt Reynolds
1941-02-11, Sergio Mendes
1746-02-12, Thaddeus Kosciusko
1775-02-12, Louisa Catherine Johnson Adams
1809-02-12, Abraham Lincoln
1809-02-12, Charles Darwin
1915-02-12, Lorne Greene
1919-02-12, Forrest Tucker
1923-02-12, Franco Zefferelli
1926-02-12, Joe Garagiola
1934-02-12, Bill Russell
1936-02-12, Joe Don Baker
1938-02-12, Judy Blume
1945-02-12, Maud Adams
1542-02-13, Catherine Howard
1682-02-13, Giovanni Battista Piazzetta
1764-02-13, Talleyrand
1805-02-13, David Dudley Field
1805-02-13, Peter Dirichlet
1849-02-13, Randolph Churchill
1885-02-13, Bess Truman
1886-02-13, Ricardo Guiraldes
1892-02-13, Grant Wood
1903-02-13, Georges Simenon
1919-02-13, Tennessee Ernie Ford
1920-02-13, Eileen Farrell
1931-02-13, Dorothy McGuirre
1933-02-13, Emanuel Ungaro
1936-02-13, George Segal
1939-02-13, Valeri I. Rozhdestvensky
1942-02-13, Carol Lynley
1944-02-13, Stockard Channing
1766-02-14, Thomas Malthus
1856-02-14, Frank Harris
1859-02-14, George Washington Ferris
1894-02-14, Benny Kubelski
1912-02-14, Edmund George Love
1913-02-14, James Pike
1913-02-14, Jimmy Hoffa
1913-02-14, Mel Allen
1931-02-14, Phyllis McGuirre
1934-02-14, Florence Henderson
1944-02-14, Carl Bernstein
1947-02-14, Pham Tuan
1949-02-14, Ewa Aulin
1483-02-15, Babur
1497-02-15, Philipp Melanchthon
1519-02-15, Pedro Menendez de Aviles
1564-02-15, Galileo Galilei
1710-02-15, Louis XV
1726-02-15, Abraham Clark
1748-02-15, Jeremy Bentham
1797-02-15, Henry Engelhard Steinway
1803-02-15, John Augustus Sutter
1809-02-15, Cyrus Hall McCormick
1820-02-15, Susan B Anthony
1845-02-15, Elihu Root
1861-02-15, Alfred North Whitehead
1882-02-15, John Barrymore
1901-02-15, Christmas Humphreys
1907-02-15, Cesar Romero
1911-02-15, Leonard Woodcock
1914-02-15, Kevin McCarthy
1927-02-15, Harvey Korman
1929-02-15, James Schlesinger
1931-02-15, Claire Bloom
1933-02-15, Susan Brownmiller
1934-02-15, Niklaus Wirth
1943-02-15, Florinda Bolkan
1944-02-15, Alexander A. Serebrov
1947-02-15, Marisa Berenson
1951-02-15, Jane Seymour
1951-02-15, Melissa Manchester
1812-02-16, Henry Wilson
1838-02-16, Henry Adams
1876-02-16, G.M. Trevelyan
1884-02-16, Robert Flaherty
1886-02-16, Writer Van Wyck Brooks
1893-02-16, Ivor Armstrong Richards
1901-02-16, Wayne King
1903-02-16, Edgar Bergen
1909-02-16, Jeffrey Lynn
1911-02-16, Hal Porter
1920-02-16, Patty Andrews
1940-02-16, Sonny Bono
1959-02-16, John McEnroe
1723-02-17, Tobias Mayer
1774-02-17, Raphael Peale
1781-02-17, Rene-Theophile-Hyacinthe Laennec
1844-02-17, A Montgomery Ward
1857-02-17, Samuel Sidney McClure
1888-02-17, Otto Stern
1902-02-17, Marian Anderson
1924-02-17, Margaret Truman
1925-02-17, Hal Holbrook
1929-02-17, Chaim Potok
1934-02-17, Alan Bates
1936-02-17, Jim Brown
1942-02-17, Huey Newton
1945-02-17, Pat Morrow
1947-02-17, Dodie Stevens
1745-02-18, Alessandro G. A. Anastasio Volta
1795-02-18, George Peabody
1848-02-18, Louis Comfort Tiffany
1859-02-18, Sholem Aleichem
1892-02-18, Wendell Wilke
1894-02-18, Andres Segovia
1909-02-18, Wallace Stegner
1920-02-18, Bill Cullen
1920-02-18, Jack Palance
1922-02-18, Helen Gurley Brown
1926-02-18, Len Ford
1933-02-18, Kim Novak
1933-02-18, Mary Ure
1933-02-18, Yoko Ono
1950-02-18, Cybill Shepherd
1954-02-18, John Travolta
1957-02-18, Vanna White
1968-02-18, Molly Ringwald
1473-02-19, Nicolaus Copernicus
1717-02-19, David Garrick
1833-02-19, Elie Ducommun
1843-02-19, Adelina Patti
1859-02-19, Svante August Arhenius
1865-02-19, Sven Hedin
1889-02-19, Jose Eustasio Rivera
1911-02-19, Merle Oberon
1912-02-19, Stan Kenton
1916-02-19, Eddie Arcaro
1924-02-19, Lee Marvin
1932-02-19, Joseph P. Kerwin
1940-02-19, Smokey Robinson
1955-02-19, Margaux Hemingway
1960-02-19, Prince Andrew
1966-02-19, Justine Bateman
1844-02-20, Ludwig Eduard Boltzmann
1886-02-20, Bela Kun
1898-02-20, Enzo Ferrari
1899-02-20, Cornelius Vanderbilt Whitney
1902-02-20, Ansel Adams
1921-02-20, Joseph A. Walker
1924-02-20, Gloria Vanderbilt
1925-02-20, Robert Altman
1927-02-20, Sidney Poitier
1931-02-20, Amanda Blake
1934-02-20, Bobby Unser
1937-02-20, Nancy Wilson
1941-02-20, Buffy Sainte-Marie
1942-02-20, Phil Esposito
1946-02-20, Sandy Duncan
1954-02-20, Patty Hearst
1794-02-21, Antonio L¢pez de Santa Anna
1893-02-21, Andres Segovia
1915-02-21, Ann Sheridan
1925-02-21, Sam Peckinpah
1927-02-21, Erma Bombeck
1931-02-21, Larry Hagman
1933-02-21, Nina Simone
1936-02-21, Barbara Jordan
1947-02-21, Tyne Daily
1732-02-22, George Washington
1749-02-22, Johann Nikolaus Forkel
1778-02-22, Rembrandt Peale
1788-02-22, Arthur Schopenhauer
1810-02-22, Frederic Chopin
1819-02-22, James Russell Lowell
1857-02-22, Heinrich Hertz
1857-02-22, Lord Robert Baden-Powell
1864-02-22, Jules Renard
1876-02-22, Pauline Musters
1892-02-22, David Dubinsky
1892-02-22, Edna St. Vincent Millay
1900-02-22, Giorgios Seferis
1900-02-22, Luis Bunuel
1907-02-22, Robert Young
1907-02-22, Sheldon Leonard
1908-02-22, John Mills
1918-02-22, Charles O. Finley
1918-02-22, Robert Wadlow
1932-02-22, Edward M. Kennedy 
1934-02-22, Sparky Anderson
1950-02-22, Julius Erving
1633-02-23, Samuel Pepys
1685-02-23, George Friderick Handel
1744-02-23, Mayer Amschel Rothschild
1868-02-23, W.E.B. DuBois
1904-02-23, William L. Shirer
1928-02-23, Vasili G. Lazarev
1929-02-23, Elston Howard
1940-02-23, Peter Fonda
1943-02-23, Fred Biletnikoff
1944-02-23, Johnny Winter
1304-02-24, Muhammad ibn Battutah
1463-02-24, Giovanni Pico della Mirandola
1500-02-24, Emperor Charles V
1786-02-24, Wilhelm Karl Grimm
1836-02-24, Winslow Homer
1874-02-24, Honus Wagner
1885-02-24, Chester Nimitz
1890-02-24, Marjorie Main
1921-02-24, Abe Vigoda
1930-02-24, Barbara Lawrence
1934-02-24, Bettino Craxi
1938-02-24, James Farentino
1944-02-24, Sheila Larkin
1955-02-24, Steven Jobs
1957-02-24, Phil McConkey
1707-02-25, Carlo Goldoni
1778-02-25, Jose de San Martin
1841-02-25, Pierre Auguste Renoir
1873-02-25, Enrico Caruso
1876-02-25, Charles Lang Freer
1888-02-25, John Foster Dulles
1895-02-25, Bert Bell
1896-02-25, John J. McClellan
1904-02-25, Adelle Davis
1908-02-25, Frank Slaughter
1910-02-25, Millicebt Fenwick
1913-02-25, Jim Backus
1917-02-25, Anthony Burgess
1936-02-25, Linda Cristal
1938-02-25, Diane Baker
1943-02-25, George Harrison
1945-02-25, Shivadhar Srinivasa Naipaul
1564-02-26, Christopher Marlowe
1802-02-26, Victor Hugo
1808-02-26, Honore Daumier
1842-02-26, Camille Flammarion
1846-02-26, William Cody
1852-02-26, John Harvey Kellogg
1866-02-26, Herbert Henry Dow
1887-02-26, Grover Cleveland Alexander
1914-02-26, Robert Alda
1916-02-26, Jackie Gleason
1917-02-26, Robert Taft Jr.
1919-02-26, Mason Adams
1920-02-26, Tony Randall
1921-02-26, Betty Hutton
1924-02-26, Noboru Takeshita
1926-02-26, Konstantin Feoktistov
1928-02-26, Anatoli V. Filipchenko
1928-02-26, Fats Domino
1931-02-26, Robert Novak
1932-02-26, Johnny Cash
1948-02-26, Priscilla Lopez
0289-02-27, Constantine the Great
